shift,MAE,RMSE,R2,mean_error,overestimation_share,max_overestimation,near_failure_MAE,warning_zone_MAE,candidate_hash
2.0,13.919796223307898,20.21318135027924,0.7634026910316352,6.565082338282593,0.62,75.6357260315257,2.9144775330200887,7.2233739763035,c03e1c93bc54d09ce492393e64c3cdd2
2.5,13.80040380622399,20.056361034868562,0.7670596448272677,6.065082338282593,0.61,75.1357260315257,2.9344775330200887,7.021065640515811,c03e1c93bc54d09ce492393e64c3cdd2
3.0,13.716138377797993,19.910864763307274,0.7704270573628076,5.565082338282593,0.58,74.6357260315257,2.9908495570579925,6.919950125707413,c03e1c93bc54d09ce492393e64c3cdd2
3.5,13.658785592085067,19.77694246551849,0.7735049286382546,5.065082338282594,0.54,74.1357260315257,3.0943024528139595,6.881944981616467,c03e1c93bc54d09ce492393e64c3cdd2
4.0,13.618785592085068,19.654830727995247,0.7762932586536087,4.565082338282594,0.54,73.6357260315257,3.2343024528139597,6.852533216910585,c03e1c93bc54d09ce492393e64c3cdd2
4.5,13.591714936001985,19.54475092212391,0.7787920474088701,4.065082338282594,0.52,73.1357260315257,3.4260198284816346,6.823121452204703,c03e1c93bc54d09ce492393e64c3cdd2
5.0,13.582833530330928,19.446907370314204,0.7810012949040385,3.565082338282594,0.48,72.6357260315257,3.674008880499563,6.815718438549975,c03e1c93bc54d09ce492393e64c3cdd2
5.5,13.60727483145642,19.36148558172379,0.7829210011391141,3.065082338282594,0.46,72.1357260315257,3.9773759087755645,6.866303991823446,c03e1c93bc54d09ce492393e64c3cdd2
6.0,13.653969093573947,19.288650590256847,0.7845511661140969,2.565082338282594,0.45,71.6357260315257,4.344152957245671,6.954539285941093,c03e1c93bc54d09ce492393e64c3cdd2
6.5,13.707870228810718,19.228399803151756,0.7858950328444912,2.0653619605837745,0.44,71.1357260315257,4.723034468040947,7.06736727145847,c03e1c93bc54d09ce492393e64c3cdd2
7.0,13.77774618944994,19.178464407487443,0.7870056331819943,1.5703619605837744,0.41,70.6357260315257,5.103220635767216,7.214426094987881,c03e1c93bc54d09ce492393e64c3cdd2
7.5,13.86281676366853,19.139957365067275,0.7878600862875847,1.0790279046886235,0.4,70.1357260315257,5.528556859347819,7.3834644380669285,c03e1c93bc54d09ce492393e64c3cdd2
8.0,13.9719079550905,19.113710786550694,0.7884415012969685,0.5890279046886236,0.37,69.6357260315257,5.948556859347819,7.622950068291891,c03e1c93bc54d09ce492393e64c3cdd2
8.5,14.096964424522447,19.10025947800751,0.7887391658714614,0.0990279046886236,0.36,69.1357260315257,6.368556859347819,7.887655950644832,c03e1c93bc54d09ce492393e64c3cdd2
9.0,14.239544307742523,19.09939249929972,0.7887583440913508,-0.3904059498021961,0.34,68.6357260315257,6.786292277311097,8.152361832997773,c03e1c93bc54d09ce492393e64c3cdd2
9.5,14.384544307742523,19.10941390498695,0.7885366099489454,-0.8754059498021961,0.34,68.1357260315257,7.1862922773110975,8.417067715350713,c03e1c93bc54d09ce492393e64c3cdd2
